id,date,value,method,abc6,abc6Value,abc9,abc9Value,abc12,abc12Value,xyz6,xyz9,xyz12
Mayfair Brands,2023-02-01,60307,iCUE1,C,330590,C,463846,A,591600,x,x,x
Mayfair Brands,2023-03-01,57270,iCUE1,C,330590,C,463846,A,591600,x,x,x
Mayfair Brands,2023-04-01,46101,iCUE1,C,330590,C,463846,A,591600,x,x,x
Mayfair Brands,2023-05-01,57885,iCUE1,C,330590,C,463846,A,591600,x,x,x
Mayfair Brands,2023-06-01,63669,iCUE1,C,330590,C,463846,A,591600,x,x,x
Mayfair Brands,2023-07-01,63927,iCUE1,C,330590,C,463846,A,591600,x,x,x
Mayfair Brands,2023-08-01,64115,iCUE1,C,330590,C,463846,A,591600,x,x,x
K&J Products,2019-02-01,47979,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2019-03-01,52691,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2019-04-01,39990,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2019-05-01,38640,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2019-06-01,36431,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2019-07-01,38130,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2019-08-01,42579,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2019-09-01,45886,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2019-10-01,45310,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2019-11-01,48049,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2019-12-01,46292,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2020-01-01,56716,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2020-02-01,52755,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2020-03-01,65371,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2020-04-01,66187,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2020-05-01,74868,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2020-06-01,37624,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2020-07-01,42373,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2020-08-01,46542,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2020-09-01,42135,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2020-10-01,38496,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2020-11-01,42834,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2020-12-01,46170,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2021-01-01,58079,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2021-02-01,49974,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2021-03-01,62415,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2021-04-01,52893,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2021-05-01,46641,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2021-06-01,45915,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2021-07-01,49886,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2021-08-01,53404,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2021-09-01,39647,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2021-10-01,38360,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2021-11-01,53585,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2021-12-01,49460,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2022-01-01,34971,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2022-02-01,42884,,C,258907,C,408112,A,570061,x,x,x
K&J Products,2022-03-01,56469,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2022-04-01,48124,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2022-05-01,47889,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2022-06-01,40590,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2022-07-01,44372,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2022-08-01,46630,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2022-09-01,42453,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2022-10-01,40886,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2022-11-01,46741,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2022-12-01,46596,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2023-01-01,47051,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2023-02-01,46837,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2023-03-01,56865,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2023-04-01,48427,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2023-05-01,48161,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2023-06-01,40797,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2023-07-01,44576,iCUE1,C,258907,C,408112,A,570061,x,x,x
K&J Products,2023-08-01,46823,iCUE1,C,258907,C,408112,A,570061,x,x,x
Kizen,2019-02-01,7206,,C,362666,C,479307,A,568866,y,y,y
Kizen,2019-03-01,2756,,C,362666,C,479307,A,568866,y,y,y
Kizen,2019-04-01,7,,C,362666,C,479307,A,568866,y,y,y
Kizen,2019-05-01,19,,C,362666,C,479307,A,568866,y,y,y
Kizen,2019-06-01,34,,C,362666,C,479307,A,568866,y,y,y
Kizen,2019-07-01,18197,,C,362666,C,479307,A,568866,y,y,y
Kizen,2019-08-01,25572,,C,362666,C,479307,A,568866,y,y,y
Kizen,2019-09-01,26724,,C,362666,C,479307,A,568866,y,y,y
Kizen,2019-10-01,23702,,C,362666,C,479307,A,568866,y,y,y
Kizen,2019-11-01,33510,,C,362666,C,479307,A,568866,y,y,y
Kizen,2019-12-01,47964,,C,362666,C,479307,A,568866,y,y,y
Kizen,2020-01-01,22661,,C,362666,C,479307,A,568866,y,y,y
Kizen,2020-02-01,36656,,C,362666,C,479307,A,568866,y,y,y
Kizen,2020-03-01,40740,,C,362666,C,479307,A,568866,y,y,y
Kizen,2020-04-01,62400,,C,362666,C,479307,A,568866,y,y,y
Kizen,2020-05-01,32332,,C,362666,C,479307,A,568866,y,y,y
Kizen,2020-06-01,37050,,C,362666,C,479307,A,568866,y,y,y
Kizen,2020-07-01,30358,,C,362666,C,479307,A,568866,y,y,y
Kizen,2020-08-01,25468,,C,362666,C,479307,A,568866,y,y,y
Kizen,2020-09-01,19739,,C,362666,C,479307,A,568866,y,y,y
Kizen,2020-10-01,21260,,C,362666,C,479307,A,568866,y,y,y
Kizen,2020-11-01,58872,,C,362666,C,479307,A,568866,y,y,y
Kizen,2020-12-01,69593,,C,362666,C,479307,A,568866,y,y,y
Kizen,2021-01-01,24039,,C,362666,C,479307,A,568866,y,y,y
Kizen,2021-02-01,27039,,C,362666,C,479307,A,568866,y,y,y
Kizen,2021-03-01,37164,,C,362666,C,479307,A,568866,y,y,y
Kizen,2021-04-01,21792,,C,362666,C,479307,A,568866,y,y,y
Kizen,2021-05-01,30603,,C,362666,C,479307,A,568866,y,y,y
Kizen,2021-06-01,51368,,C,362666,C,479307,A,568866,y,y,y
Kizen,2021-07-01,39413,,C,362666,C,479307,A,568866,y,y,y
Kizen,2021-08-01,25860,,C,362666,C,479307,A,568866,y,y,y
Kizen,2021-09-01,48740,,C,362666,C,479307,A,568866,y,y,y
Kizen,2021-10-01,29300,,C,362666,C,479307,A,568866,y,y,y
Kizen,2021-11-01,76318,,C,362666,C,479307,A,568866,y,y,y
Kizen,2021-12-01,117930,,C,362666,C,479307,A,568866,y,y,y
Kizen,2022-01-01,38770,,C,362666,C,479307,A,568866,y,y,y
Kizen,2022-02-01,51608,,C,362666,C,479307,A,568866,y,y,y
Kizen,2022-03-01,51072,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2022-04-01,53595,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2022-05-01,44979,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2022-06-01,55542,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2022-07-01,54483,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2022-08-01,43548,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2022-09-01,57891,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2022-10-01,44454,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2022-11-01,84020,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2022-12-01,114858,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2023-01-01,55436,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2023-02-01,59310,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2023-03-01,56890,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2023-04-01,59004,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2023-05-01,49008,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2023-06-01,59964,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2023-07-01,58345,iCUE1,C,362666,C,479307,A,568866,y,y,y
Kizen,2023-08-01,46298,iCUE1,C,362666,C,479307,A,568866,y,y,y
Hate Stains,2019-02-01,199,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2019-03-01,43,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2019-04-01,330,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2019-05-01,1041,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2019-06-01,933,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2019-07-01,2051,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2019-08-01,2171,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2019-09-01,3080,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2019-10-01,1987,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2019-11-01,2671,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2019-12-01,5188,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2020-01-01,4613,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2020-02-01,3300,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2020-03-01,3578,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2020-04-01,3099,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2020-05-01,7423,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2020-06-01,5483,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2020-07-01,4665,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2020-08-01,6468,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2020-09-01,6427,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2020-10-01,7240,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2020-11-01,9502,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2020-12-01,14957,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2021-01-01,10776,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2021-02-01,10451,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2021-03-01,20656,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2021-04-01,42231,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2021-05-01,39590,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2021-06-01,43901,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2021-07-01,75690,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2021-08-01,51587,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2021-09-01,57966,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2021-10-01,38384,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2021-11-01,44471,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2021-12-01,52341,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2022-01-01,38710,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2022-02-01,37859,,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2022-03-01,30430,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2022-04-01,45397,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2022-05-01,46866,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2022-06-01,48193,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2022-07-01,54700,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2022-08-01,50590,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2022-09-01,52707,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2022-10-01,50999,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2022-11-01,52301,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2022-12-01,56873,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2023-01-01,53227,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2023-02-01,49997,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2023-03-01,36698,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2023-04-01,53578,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2023-05-01,54281,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2023-06-01,54908,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2023-07-01,61428,iCUE1,C,269731,C,440909,A,543386,x,x,x
Hate Stains,2023-08-01,56096,iCUE1,C,269731,C,440909,A,543386,x,x,x
LA Active,2019-02-01,19,,C,236285,C,319344,A,478531,x,x,x
LA Active,2019-03-01,19,,C,236285,C,319344,A,478531,x,x,x
LA Active,2019-04-01,1240,,C,236285,C,319344,A,478531,x,x,x
LA Active,2019-05-01,5746,,C,236285,C,319344,A,478531,x,x,x
LA Active,2019-06-01,7100,,C,236285,C,319344,A,478531,x,x,x
LA Active,2019-07-01,5965,,C,236285,C,319344,A,478531,x,x,x
LA Active,2019-08-01,12775,,C,236285,C,319344,A,478531,x,x,x
LA Active,2019-09-01,25202,,C,236285,C,319344,A,478531,x,x,x
LA Active,2019-10-01,30347,,C,236285,C,319344,A,478531,x,x,x
LA Active,2019-11-01,26339,,C,236285,C,319344,A,478531,x,x,x
LA Active,2019-12-01,33714,,C,236285,C,319344,A,478531,x,x,x
LA Active,2020-01-01,29228,,C,236285,C,319344,A,478531,x,x,x
LA Active,2020-02-01,29074,,C,236285,C,319344,A,478531,x,x,x
LA Active,2020-03-01,27296,,C,236285,C,319344,A,478531,x,x,x
LA Active,2020-04-01,45736,,C,236285,C,319344,A,478531,x,x,x
LA Active,2020-05-01,44755,,C,236285,C,319344,A,478531,x,x,x
LA Active,2020-06-01,33104,,C,236285,C,319344,A,478531,x,x,x
LA Active,2020-07-01,28673,,C,236285,C,319344,A,478531,x,x,x
LA Active,2020-08-01,34177,,C,236285,C,319344,A,478531,x,x,x
LA Active,2020-09-01,59766,,C,236285,C,319344,A,478531,x,x,x
LA Active,2020-10-01,68529,,C,236285,C,319344,A,478531,x,x,x
LA Active,2020-11-01,58258,,C,236285,C,319344,A,478531,x,x,x
LA Active,2020-12-01,65753,,C,236285,C,319344,A,478531,x,x,x
LA Active,2021-01-01,63251,,C,236285,C,319344,A,478531,x,x,x
LA Active,2021-02-01,54482,,C,236285,C,319344,A,478531,x,x,x
LA Active,2021-03-01,54154,,C,236285,C,319344,A,478531,x,x,x
LA Active,2021-04-01,60603,,C,236285,C,319344,A,478531,x,x,x
LA Active,2021-05-01,44430,,C,236285,C,319344,A,478531,x,x,x
LA Active,2021-06-01,23048,,C,236285,C,319344,A,478531,x,x,x
LA Active,2021-07-01,23299,,C,236285,C,319344,A,478531,x,x,x
LA Active,2021-08-01,36712,,C,236285,C,319344,A,478531,x,x,x
LA Active,2021-09-01,51109,,C,236285,C,319344,A,478531,x,x,x
LA Active,2021-10-01,47684,,C,236285,C,319344,A,478531,x,x,x
LA Active,2021-11-01,37918,,C,236285,C,319344,A,478531,x,x,x
LA Active,2021-12-01,35398,,C,236285,C,319344,A,478531,x,x,x
LA Active,2022-01-01,26457,,C,236285,C,319344,A,478531,x,x,x
LA Active,2022-02-01,37719,,C,236285,C,319344,A,478531,x,x,x
LA Active,2022-03-01,31892,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2022-04-01,34446,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2022-05-01,34840,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2022-06-01,27085,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2022-07-01,25056,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2022-08-01,34366,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2022-09-01,43092,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2022-10-01,46578,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2022-11-01,40841,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2022-12-01,44146,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2023-01-01,40509,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2023-02-01,38681,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2023-03-01,37767,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2023-04-01,40014,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2023-05-01,39796,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2023-06-01,30485,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2023-07-01,27838,iCUE1,C,236285,C,319344,A,478531,x,x,x
LA Active,2023-08-01,37748,iCUE1,C,236285,C,319344,A,478531,x,x,x
Dots for Spots,2019-02-01,0,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2019-03-01,0,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2019-04-01,0,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2019-05-01,0,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2019-06-01,20,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2019-07-01,464,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2019-08-01,1312,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2019-09-01,1778,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2019-10-01,3459,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2019-11-01,2939,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2019-12-01,2833,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2020-01-01,3776,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2020-02-01,4230,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2020-03-01,5238,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2020-04-01,5321,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2020-05-01,13679,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2020-06-01,15289,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2020-07-01,17020,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2020-08-01,20366,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2020-09-01,19557,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2020-10-01,20357,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2020-11-01,26359,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2020-12-01,31392,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2021-01-01,42613,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2021-02-01,39186,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2021-03-01,48700,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2021-04-01,46499,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2021-05-01,44801,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2021-06-01,39773,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2021-07-01,41246,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2021-08-01,34850,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2021-09-01,43863,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2021-10-01,42078,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2021-11-01,46001,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2021-12-01,45878,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2022-01-01,8504,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2022-02-01,33303,,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2022-03-01,37054,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2022-04-01,37918,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2022-05-01,39560,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2022-06-01,40186,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2022-07-01,41344,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2022-08-01,41895,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2022-09-01,43030,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2022-10-01,43737,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2022-11-01,46048,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2022-12-01,48013,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2023-01-01,44543,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2023-02-01,45215,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2023-03-01,45276,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2023-04-01,45263,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2023-05-01,46276,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2023-06-01,46184,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2023-07-01,46785,iCUE1,C,219627,C,335496,A,475496,y,x,x
Dots for Spots,2023-08-01,46768,iCUE1,C,219627,C,335496,A,475496,y,x,x
Bold Uniq,2019-02-01,11888,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2019-03-01,7217,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2019-04-01,841,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2019-05-01,1141,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2019-06-01,9578,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2019-07-01,11250,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2019-08-01,7232,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2019-09-01,2265,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2019-10-01,10672,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2019-11-01,10213,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2019-12-01,12764,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2020-01-01,16690,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2020-02-01,17736,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2020-03-01,18768,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2020-04-01,20178,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2020-05-01,31877,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2020-06-01,43235,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2020-07-01,44759,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2020-08-01,45570,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2020-09-01,35332,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2020-10-01,40133,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2020-11-01,34043,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2020-12-01,40262,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2021-01-01,53924,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2021-02-01,36295,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2021-03-01,42553,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2021-04-01,39018,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2021-05-01,40926,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2021-06-01,44650,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2021-07-01,38999,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2021-08-01,35725,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2021-09-01,30932,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2021-10-01,30919,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2021-11-01,38663,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2021-12-01,42660,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2022-01-01,44710,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2022-02-01,37857,,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2022-03-01,35920,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2022-04-01,34844,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2022-05-01,38701,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2022-06-01,41488,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2022-07-01,41856,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2022-08-01,41606,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2022-09-01,40119,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2022-10-01,42429,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2022-11-01,42912,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2022-12-01,44661,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2023-01-01,50631,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2023-02-01,43595,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2023-03-01,42362,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2023-04-01,40331,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2023-05-01,44068,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2023-06-01,46567,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2023-07-01,46391,iCUE1,C,225741,C,345115,A,467612,x,x,x
Bold Uniq,2023-08-01,45602,iCUE1,C,225741,C,345115,A,467612,x,x,x
RAK Pro Tools,2019-02-01,3485,,C,387748,C,434725,A,462416,z,z,z
RAK Pro Tools,2019-03-01,2044,,C,387748,C,434725,A,462416,z,z,z
RAK Pro Tools,2019-04-01,1906,,C,387748,C,434725,A,462416,z,z,z
RAK Pro Tools,2019-05-01,3829,,C,387748,C,434725,A,462416,z,z,z
RAK Pro Tools,2019-06-01,5393,,C,387748,C,434725,A,462416,z,z,z
RAK Pro Tools,2019-07-01,2621,,C,387748,C,434725,A,462416,z,z,z
RAK Pro Tools,2019-08-01,2404,,C,387748,C,434725,A,462416,z,z,z
RAK Pro Tools,2019-09-01,3785,,C,387748,C,434725,A,462416,z,z,z
RAK Pro Tools,2019-10-01,4763,,C,387748,C,434725,A,462416,z,z,z
